,S_mean_std,A_mean_std,count,L2_norm
0,0.0005034766612280425,0.09612288746218409,100,36.71899819315861
1,0.0009638507722524128,0.1806199284092965,100,45.087579714942
2,0.001797561176124812,0.31304246590607643,100,42.0282791772445
3,0.0007211626956628429,0.11189954348462622,100,51.630171168230326
4,0.0012471229862071615,0.24690294251209935,100,26.977676436342758
5,0.0020662565947076397,0.3714107741615196,100,37.75510024583822
6,0.0012502680245775953,0.20697225072843844,100,51.77368941546929
7,0.0014306021420236316,0.3875134821837782,99,103.87796234002451
8,0.003204502048122935,0.44260845117141406,97,33.59181610376872
9,0.0017003821938136154,0.3018004558961042,99,64.09570361657791
10,0.002617130931465342,0.6956202623189284,98,31.226996748344675
11,0.0033798955719856055,0.8706826112068334,93,31.738639966648766
12,0.0026990360571753293,0.35303404241579195,100,28.772248636562963
13,0.003216712876205184,1.1283887317979342,89,168.89608168081887
14,0.0009449792199995286,0.23131241244853232,100,38.448584146370415
15,0.000691968634261384,0.1406171193372883,100,94.01360022264593
16,0.0013865122958156885,0.4032725598572313,100,126.99234304835919
17,0.0015536354558592827,0.28259083695102494,93,36.151998476361356
18,0.0035722688727894063,0.6078103872060473,97,51.65158505945007
19,0.00116419209860992,0.1794383554752174,95,93.34290602650677
20,0.002551986719907713,0.4724929469801029,100,30.940525331415923
21,0.0028617268497389487,0.7135417716998201,100,53.19019747567254
22,0.0016079512380173324,0.2784908481798682,100,40.611071592312854
23,0.002480589685791101,0.3949988504367293,99,50.82357539334132
24,0.0011926345975748136,0.2404212493802063,100,59.21212335384172
25,0.0005928218269145172,0.09541970896046385,100,48.17642657901315
26,0.003293853217174806,0.3794598471077973,93,22.106963965708708
27,0.0030711995759792675,0.535973669232422,87,43.4849308392365
28,0.001995737490258038,0.37373083291250503,100,29.763538640863494
29,0.0003690920637073177,0.09011740023059245,100,129.72749310963815
30,0.0032262718375137803,0.6750241472400411,100,46.9391953684788
31,0.0012274413321070833,0.21641665107513455,100,56.44921528544772
32,0.0022586717696798744,0.40676960416114005,100,32.976987277649485
33,0.0003684742817893162,0.08966333107111892,100,105.92569709181195
34,0.0019170163401332821,0.30719622506902244,100,26.339639329383527
35,0.001992616766713426,0.3561553959692496,100,42.453020461723774
36,0.002814433757120148,0.5228178514555305,91,38.219083986444204
37,0.0006513536665405783,0.1379626975031382,100,47.76453974069153
38,0.0015151714596118326,0.2938938031620152,100,69.95827356040823
39,0.003727926762325377,0.4814589884085249,97,28.28749534220259
40,0.0023827745434205007,0.4763163822805417,93,33.31987289751462
41,0.0018992146343812166,0.3402782159231693,100,40.687935084377614
42,0.0019778120657775134,0.39500117922794753,100,83.81223583082901
43,0.0009575594756459555,0.34602859633421335,95,31.104642803861626
44,0.0013278288593141759,0.23647486086249564,100,38.845911709867664
45,0.0013002127070850802,0.22214515440819266,100,48.14126057715547
46,0.002021138693910163,0.39110736472132496,100,31.41739928505218
47,0.0013374109758324388,0.24365812675815837,100,37.442348022940315
48,0.0016063123826726086,0.4480241642460966,100,187.1497539865392
49,0.001151548451236199,0.2320194191050434,100,34.95405228373142
50,0.002791266871019968,0.45156392062251677,100,35.933424611141525
51,0.0006021061925485702,0.11171846629381493,100,31.40078198900043
52,0.0011849115367884382,0.19155562125238587,100,42.316748189861386
53,0.0015137748197217985,0.34019455469203813,100,60.61264621988619
54,0.0016587930972501465,0.3233132468638873,100,25.69760511037091
55,0.0010937858954878823,0.2253392783204431,100,73.56732601350863
56,0.0017828563834906656,0.5014553375483058,100,133.9422218003652
57,0.0019223673139220404,0.3711052303055579,100,41.6419552891378
58,0.0010877583954081388,0.2400138428128041,100,62.61587961011761
59,0.0006493479849857156,0.15299886998587892,100,71.88512512301527
60,0.0027794526365819213,0.5188039263055816,93,27.069443102207305
61,0.0012389882909014727,0.5700863481062709,100,116.60575179871599
62,0.0013442317419879452,0.30153990718475276,100,27.48109114322447
63,0.0007591682585213219,0.14091453598155085,100,33.95782855532156
64,0.0012409942129323786,0.4221249156725591,99,64.32771467896293
65,0.0030749378878717755,0.5033736834980453,90,33.24825322005606
66,0.003542263017794888,0.4846158567641172,96,26.704431638723662
67,0.0034167288298455564,1.355416337046112,79,58.5934930961942
68,0.003193426880577065,0.8173722378414621,85,193.9052923441648
69,0.0031252349998336895,0.7718663038671129,99,99.86883637631657
70,0.0037512208876636383,0.6616765051200821,75,45.79886122902649
71,0.0037745411778781577,0.7253025581045197,90,28.566476424272793
72,0.0037066473516552583,0.48683819717275867,68,34.30186843112868
73,0.0038400285388661454,0.6536381991952115,59,37.97141833010718
