locusId,0,1,2,3,4,5,6,7,8,9
PP_0001,-0.0039864648346932706,0.009586754124211233,0.027878021536136458,0.0343482981550977,-0.004855623872073501,-0.0004701928606150769,-0.05833736823645386,0.016472026240903694,0.0199849530446693,-0.002736668480345281
PP_0002,0.012212336800188194,0.008789000961535514,-0.007182426334289194,0.006189427976993368,0.01299231001962543,0.009735581139959332,-0.01607081599318875,-0.0036498530148489764,-0.009543209856444107,0.005078225591954915
PP_0003,-0.006670798899127848,0.0004364066900058735,0.001441832833169801,-0.0010955717012450631,0.012489189637012175,-0.006018410344085934,-0.011237372266892063,-0.006096963255841771,0.008145707622780728,0.014741091102328324
PP_0007,0.003528703273572314,0.009216429219570842,-0.016724204760660933,0.01401142556855601,0.006308888594008968,0.000196711015578752,-0.0008963876227744848,0.004255423227015779,0.012198792458397664,-0.0009063801531324038
PP_0012,0.002209860303024343,-0.005553148174552827,-0.0030015076855053283,0.00467607940507103,0.004509951353963642,0.004594530392502871,-0.002724708077948018,-0.0024817533985231222,-0.0003314739997001237,0.00042359300874250574
PP_0014,0.0010070866228226007,-0.000752243768313127,-0.002096862984532687,0.0024426280229256,-0.0010754032789980176,-0.0012664299641042868,0.00135268776278159,-0.005130344409152839,-0.0030556989463454936,-0.0005898035561110903
PP_0015,-0.001149391210378865,-0.001822399937974474,-0.004075268377340182,0.00533111594662106,-0.0027175825210175096,-0.0014321829536920036,-0.0011701600936071816,-0.006673481966682024,-0.0049810208905548105,-0.0009467717436846484
PP_0016,-0.003954587878771464,-0.003740919669968374,-0.002384056563814869,0.004475261430838918,-0.003578058726768562,-0.0026571115819854943,-0.001065783906304587,-0.007375997468086857,-0.0023160963692442195,0.0014886501132732866
PP_0017,-0.010429747323094023,0.001388659167911893,0.003765632646200182,0.00627620017642797,-0.006001739565270848,-0.006208346376503365,-0.0005134456521282013,0.0056545334590030775,-0.005601183055822452,0.004054393567353673
PP_0020,-0.01660241320856465,-0.00406142888591916,-0.00048510794327951524,0.00034837350488335883,-0.016791075742365835,-0.004988915717284553,0.002306656386597474,-0.00816400705825684,-0.0035970479170711377,0.005794694513607834
PP_0021,-0.00039600777002944784,0.001701163077292675,2.673501872707487e-05,0.007908473962684995,-0.0038361767445968956,-0.001939088353386323,0.0010056975268709334,-0.0008733230766933383,-0.0036165846798654443,-0.00015881493984616862
PP_0022,0.012002444323061244,0.00010794281143893603,-0.006395700936374176,0.014585470161711037,-0.029562506446971004,0.003174351273369365,0.01758265814592553,-0.016888832391613658,-0.0026688350787457994,0.007482351062431478
PP_0024,0.0014168581915896628,0.001524181946568305,0.00025646966463373797,0.005421038309359217,0.0004561910281383862,-0.0012120882289772578,0.0007985498294994637,-0.0006564941275274491,-0.0019884233043526824,-0.001169107205185371
PP_0025,0.005786875993393175,-0.003936526732479355,-0.0013286547338592657,0.023413232549568265,-0.0005733463354681899,-0.0059112999786287744,-0.0006674452615813086,0.028501346151379822,-0.008841557180590579,-0.004458064784545416
PP_0026,0.004183476962078941,-0.0006176712373898329,-0.0008636592224343311,0.002318288407226912,0.0014855538636855579,-0.001554573773349446,0.0012942163665627376,-0.0005941125771153849,-0.0011508509056093574,0.0005138175610314578
PP_0027,0.0016168825958268066,0.00417787434689728,0.0001138223366799232,0.0035816568951033832,-0.0011782614575848202,2.6204985665839772e-05,0.0022398320617591583,-0.0041008089913937874,-0.0014048267173478483,-0.0017305646674649505
PP_0028,0.000859971545607425,0.002405157085822303,0.0002552956241323769,0.0008769580408003177,0.0018648506549999333,-0.0028611443437448303,0.0008899346606691016,-0.0002149646108624374,-0.001312237100402493,2.442188338513213e-05
PP_0029,0.0022454192234772612,0.0005795521874165547,-0.0005046248422994739,0.0038085006724586958,-0.004235589877801272,-0.0014616186842152231,0.0024202244421432854,0.0027916274242265364,-0.0059201568500351935,-0.00254078508225583
PP_0030,0.0018152665324841213,7.890051887300035e-05,-0.00038313099286021486,0.005841149736588462,-4.547628123360873e-05,-0.002190427340774168,0.0032087837023070977,-0.0012903319137584281,-0.0034435488151685492,0.0012554046315269207
PP_0031,0.002041641778352114,0.0030666847749210337,0.002952507164307109,-0.00021320584481687897,3.904195630302117e-05,-0.001414550092958814,-0.0032950217697719554,0.004405675515557018,-0.0031161326347866726,-0.004276550460275202
PP_0033,-9.318982666454781e-05,0.002303274874981861,-0.0010036756404000092,0.007809573548673145,-7.174686271664468e-05,-0.0026112548039177526,0.0027171827468785758,-0.0007091117665976958,-0.0026094891940713467,0.0003983668394991096
PP_0034,-0.0057420552875349995,-0.0007006974247731068,0.000736166080107296,0.006839304920336277,-0.001605225824246962,-0.0025951911123615157,-0.0001158945843394138,0.000542634740061108,-0.004227728102911502,-0.0008569026894894345
PP_0035,0.014795627133470293,-0.0023671161765113622,-0.00023743146153035899,0.00959834020346046,-0.015243318743934711,-0.006171268668777086,-0.010107616684415597,-0.0009086432161384772,0.001990530577149468,0.004044503588918086
PP_0036,-0.0018164847173704852,-0.0028623457491320755,-4.4874046841905996e-05,-0.000318969029299666,-0.0026076677359548233,-0.0040385403770162465,-0.00011014788014950908,-0.0020352966754849404,-0.0024287764494381903,0.004831215406752228
PP_0037,-0.0037714461191503553,0.0002795348561693783,0.0002975084217388711,0.0038572286787860034,-0.0005591971409541676,-0.003058010620044019,0.0016022275174686468,-0.0014878121686252685,-0.0026821256847392354,0.0015524686775269696
PP_0039,-0.0013753899154988658,-0.0019518808802520024,-0.0032102840529700948,0.006115358815898225,0.005024698728122554,-0.001785023662469304,0.0004959140501039836,-0.0015795968223345747,-0.002292569644971746,0.0019620272247962657
PP_0040,0.00038255471290950694,0.006912973637661305,-0.003944525407646921,0.009875569388343133,-0.0012033087893854346,0.0011563388698794868,-0.00021125701967036428,-0.012190490312205614,-0.007831484422017577,0.0029058043418548553
PP_0041,0.001378173566051907,-0.0006453745694739572,-0.0012225086947927949,0.004115463538981436,-0.0003390417497594801,-0.0011433413292223074,-0.00018297560406526752,-0.0013817917223877523,-0.002335129740682227,-0.00012011691990382022
PP_0042,-0.010348273410315354,0.00430611809214184,0.005172778570427796,0.01306706521737062,-0.0017937089995013144,0.0018571981367567502,-6.860402169624929e-05,-0.00648284146395179,-0.009226999263594386,-0.000810522497307617
PP_0043,-0.00046097054096540214,0.00034557007623637584,0.0017936507298470417,0.003864870856094073,-0.0009151673470293638,-0.0021871687619184014,-3.735689441346582e-05,-0.00278412778565821,-0.0018283714055048084,-0.0006369481453113327
PP_0044,0.000568334356832018,-0.0010447340205117376,-7.554374830404453e-05,0.0014488277226131178,0.0007034411276947451,-0.002840015331537285,0.002763970551389812,-0.001968287123478999,-0.001264596635703396,0.00014557489742813656
PP_0045,0.0014010972982245978,0.0058039854404917015,-0.000252947098134895,0.006320122759713084,-0.0040555874369955485,-0.0011260660886923306,0.004089481950645299,-0.0004088486833642951,-0.002402235690040974,-0.0018117704090183
PP_0046,0.001161932680026862,0.004164279082333495,0.0006212307122905547,0.004334978995605793,-0.005802501460113358,-0.0013226148479414846,0.0017524472606729527,-0.005327928257040506,-0.0006597844237638511,-0.001316619187104729
PP_0047,0.002128358155491188,-0.00047620470848730694,-0.0020525598837769577,-0.0023292254899544887,-0.009677504629140755,-0.0034831497442601505,0.0012067241643230974,0.006112164687137311,-0.0013422161778586556,-0.0009300943284545638
PP_0048,-0.003655760058932964,0.006110983130366981,0.005628170636312807,0.020519687178118685,-0.0077882213403876535,-0.002949453690177221,0.009711522899193486,0.002978291479154443,-0.023497435973430823,-0.006766522034416974
PP_0049,0.0005654594615164033,-0.000583767115742104,-0.0013043660123643705,0.005432029591490293,-0.0015244617448188645,-0.0020580649371565677,0.002715096005440851,-0.0005735127771748959,-0.0033504292228656142,-0.0004721833522323616
PP_0050,-0.0015837447409536498,0.0004680859428373018,0.001279764582895197,-0.005250753269941869,0.0003821672728218025,-0.004638319256316219,-0.0020274742188086518,0.0036200980508572646,-0.0015036105754411395,0.0013971226764908193
PP_0051,-0.0021717070268720373,0.00361004022469122,-0.0021696448992460362,-2.2585184393250938e-05,0.0024118380309665465,-0.0017810736095863998,0.0040222788106577855,-0.004484695875335311,-0.007812460688363267,0.002015787195468527
PP_0052,-0.003961697249762617,0.004205955888064653,-0.002808505572179194,-0.0015152229636012618,0.0035908043191605734,-0.004813578592905714,-0.0012752289351533022,0.0012954667261767584,0.0002439770566889736,0.0016384617815877313
PP_0053,-0.0006955508104060662,0.0013221010851239862,-0.0008266666804772571,-0.0014864726300172649,-0.0014533210093818337,-0.0007960980239587619,0.001631636973100052,-0.0021467066640049534,0.0008331380780277599,-0.002412278767049309
PP_0054,0.0025003509548288338,0.0033839437562508535,0.00032763969984631806,0.005582233486090362,-0.0017399552968991945,-0.0013237397910741094,0.005554784082914209,0.0005018051353155756,0.0006400077406855701,-0.003118476111694605
PP_0055,0.0008414464579636299,-0.00019894596170509003,-0.0012312236112007407,0.001832547493316271,0.00023271529356827628,-0.0019409082685959017,0.0023161372572219384,0.0013887943657351247,-0.00759878873840072,-0.0004986046356487982
PP_0056,0.0020190382336230665,0.0020569475546779094,-0.0019521379400021979,-0.0009007985378320561,-0.0016891757175403524,-0.0010652538861681809,-0.0013026481732984238,0.002061948448587462,-0.0035329809496333076,-0.0037792781478576862
PP_0057,0.000294645728999195,0.0019518211380350784,-0.0015032476634400842,-0.001425995764890764,-0.0025116294956381738,-0.0022419890431188616,0.0009230856630499686,-0.0008178644984718961,-0.006080504458919661,0.001197161059434698
PP_0058,0.029707025406643682,-0.018065612992130865,-0.005538562591150229,-0.0012304343523222856,0.015024198156148444,-0.006206440742521088,0.0011498770137515675,0.0029372689681118657,0.009243241373457568,-0.0008637445091475018
PP_0062,-0.004415662759722016,-0.0026119275098914294,0.0016344767158466807,0.0071565100647308,0.005865423361959133,-0.001401050667460538,-0.007533091061534386,-0.0006418759045618852,0.0025615094391467684,-0.0007634079787581788
PP_0063,0.012226540582762617,-0.02651094809930805,-0.008689675714121978,0.07384435102413923,0.009341366026902753,0.00942379813915957,-0.04484557699153448,-0.013663616860958764,0.012057064910422301,-0.0009417964977688153
PP_0064,-0.005308248408032823,-0.0030393134654575454,-0.0003693260320875961,0.008066241381132832,1.4076875498230225e-05,-9.212613043200917e-05,0.003978201426947655,0.0019938294578095025,0.00042508683898795135,-0.0030945438390530496
PP_0065,-0.02493125548574953,0.0299630586594232,-0.015937227775268854,0.007751915121111039,-0.03085901721392468,0.022365002084185424,-0.047007498771554315,-0.013383323344334537,0.004685014739493846,-0.020481461323970065
PP_0066,0.0011528474540809794,0.007564149708643042,0.004153259806653561,-0.009509153944319493,0.0032328136347336473,0.0012929797925962249,0.006023937343387473,0.024192392463172147,0.0071029433855597695,-0.0008332600568540752
PP_0069,0.0014692424883194096,0.008987043258251259,-0.0015481657212329122,-0.0006267020593435042,-7.267397178775427e-05,-0.00043341382719456724,0.006686633745145108,-0.004605644978223733,-0.0008340535705182575,0.0007155318514503844
PP_0071,-7.321789068546203e-05,2.329995764827199e-05,0.0019430146089220305,-0.0005778478140703701,-0.00387774804751884,-0.0009915509079477787,0.0016444574847618344,-0.0012880685240145167,-0.0027133195462142276,-0.0007010923461966982
PP_0072,1.1004733151780767e-05,0.0006490089569756103,-0.0008555229568482221,0.0033093093855967844,0.0010613510730101475,-0.0015089747609030942,0.0010959418208414389,-0.0018897250629745963,-0.0018340606461883628,-0.002081867679915158
PP_0075,-0.001056005377301845,0.0013802436864706288,0.0026045535133289357,-0.00031621025961494904,-0.0011944966640951465,-0.0035905171812952645,0.0005523388336829001,0.003338136627080401,-0.0023174453653170743,-0.0010453295240096902
PP_0076,0.0008606155763522662,0.006289740883291867,0.00039618516227597387,3.255856995146433e-05,-0.0016737554259292683,0.0020099074471614598,0.002104344719981864,-0.0036426894252335616,-0.0024161796607291243,-0.0051205156730940015
PP_0077,-0.0002051700676237412,0.0027628521431195146,-0.0005612123824846231,0.00038237803073356994,-0.0003784736686643912,-0.0025782303368881475,0.0031128848100733858,-0.002409608424466164,-0.0056940125442805235,0.00047353940862046156
PP_0079,0.0030194385140352746,-9.130994189767096e-05,-0.002654103404218125,0.0009994298341159517,-0.0016819482511872719,-0.0010872039304300441,0.002352093831510221,-0.0019283783885392343,-0.0023065226050958147,-0.0016357182110400231
PP_0080,-0.0034910702130732797,0.004605107516292884,-0.0011520120144636174,0.006528750259305236,0.0025284494359682497,-0.001312374663739689,-4.678628147247871e-05,0.0019363761809894292,0.0005233899388605988,-0.0009113754576713037
PP_0081,-0.002205327523140779,0.006446715569950877,0.003979634996139627,0.0053768618422837845,0.0026201350444361024,-0.004090001051840439,0.005577789673003955,0.0011821364787458475,-0.0009999810943576585,0.0008812202764184788
PP_0083,-0.05819335409967628,-0.03279552009611772,0.013178471081930826,0.018300419451034344,0.08850322271839423,0.14872337103821756,-0.07485063574988166,-0.0717796268572646,0.0018026366665187701,0.08847470132040701
PP_0084,-0.000595500110377232,0.0009777365523443613,-0.00023357280749657802,-0.0016560776402311927,-0.0001612481827445338,0.0008586815490154709,0.004759895807208774,-0.0023074415322805113,0.00034818015930705617,0.0011600932036035462
PP_0085,0.0002942672300945148,-4.3426428117769365e-05,-0.0031267253356593167,-0.006514496808700654,0.007029035913489028,7.146308407509722e-05,-0.00022643714036105255,0.0012875270065595924,-0.006194806948368309,-0.004159954874072977
PP_0086,0.004875335507852591,-0.005749368364826333,-5.049482867815597e-05,0.0038396919856825136,-0.0008508027765087346,-0.004234174893526341,-0.004982324773031224,0.009789688185172663,-0.008896628561138091,0.0012332050583046153
PP_0087,0.0014020637523247136,0.0070365546901095645,0.007179882810712484,0.015152322049075512,0.0024536633649406277,0.0005497057050004346,-0.0028030774683015787,-0.0005558459243038636,-0.0043218693593023525,-0.009766663734829945
PP_0088,0.0036645552612885107,-0.0005497384198726919,-0.0005763861307856371,-0.005419501924955589,0.006342014262541334,-0.0017498306273288707,-0.0013860761517698618,-0.0014574987168544068,-0.0005270552458557489,-0.0017075429816343283
PP_0089,0.004725958148865339,0.0007323823304307613,0.0006769234776821391,0.005753986989289211,-0.009040293781486164,0.0005224470846950483,0.00210632675716805,1.4511104557102011e-05,-0.004589244900810073,-0.006134023613795304
PP_0090,0.011622844898248743,0.00334010572060573,0.0011420174036652754,0.004457312105096715,0.004032537249743144,0.001655402783516014,0.0009809982391352978,-0.003644926151264817,0.009050779707230883,-0.00027682396234227313
PP_0091,0.0028454239318986673,-0.0016521316671566633,-0.00011410469658020398,-0.0026495974817254348,-0.0013251863473336264,-0.00192845912398461,0.0042181569529360086,0.001147501462648967,-0.0014827740050898522,-0.002527014631664652
