locusId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
PP_0001,0.04159473276979038,-0.029115906134033732,0.013814326677928953,0.015086506682557127,-0.008921046830202065,0.020415161537975804,0.004367144323798137,0.0006045218046464745,-0.005276432762011686,-0.037486220609373,-0.012437672692120413,0.013659067094657463,0.008049776719286979,0.03555019350145842,0.0013684360725907704,0.1022073576561819,-0.020332599541896743,0.029144020498743633,0.041656804329233216,-0.04950149230657363,0.03181732724677495,-0.020121296286819846,-0.005512912563649768,0.014577820333320687,-0.028893966329743732,0.008253756043092742,-0.011311710426644339,-0.031054960205356138,0.04711723591011495,0.0361991741937011
PP_0002,0.002838950089251886,-0.00799864449502661,0.004309615163023274,0.0012738856283767564,-0.011536454895069213,0.003908992172612058,0.012536784899734147,-0.007328683619884627,-0.015195188202060075,-0.010321002226608247,-0.003900481010549297,0.02383224010639623,0.008915394575307455,-0.006183735992174546,0.005788875852210978,0.013803183528143661,0.0031701145049646807,-7.027582947752473e-06,-0.00872739931077483,-0.0023080640444057606,0.030403552859908277,-0.0041035160567954075,0.0010993239113694995,0.008683999854236834,0.0011893890857810486,0.0009351316395148022,-0.0026792630578255615,-0.005704311444595694,0.024663000705151206,-0.008579107113755837
PP_0003,0.005271572600719443,0.0048383454691797575,0.004486863036265922,-0.013765384477718084,0.0025621952642520614,0.00841512240008322,0.023370837968577744,-0.013386813593544038,-0.0038461652720023364,0.029406981841087046,0.010571730071698801,0.005632608363161326,0.023040399518140603,-0.002059053187822457,0.003772540392474022,-0.004117913764442479,-0.00968671804956287,0.007226284972719064,-0.022561633271545287,0.004068657425404365,0.00551356093389095,-0.007728561159614887,-0.012437002193810007,0.0059692538477765225,-0.030212769978243056,0.0030405973965376377,0.002522646261678063,0.015847229505244653,0.008716389318786814,0.00820102833661346
PP_0007,0.006143005155567605,0.001376813449158274,0.0037210357364621063,-7.585152545956199e-05,-0.0011660502785915967,0.04798790948036633,-0.004758575264530417,-0.010215945226448456,0.004393491241960085,0.01898628300147725,0.002446966279585795,-0.010532236833972333,-0.02689924810028748,0.011902579048457176,-0.0003165523298545715,0.012081241284423009,0.013588495224092311,-0.014922521518231069,-0.012078494169993497,0.011429023286752344,0.0023178052919800318,-0.007094641278345364,0.016758091621832817,0.014826529595995239,0.019680671785371556,-0.020729207884470805,0.021812069408627028,0.024450194939181956,0.01211586606014248,-0.010419211651461965
PP_0012,0.0032116999469678814,-0.0021168484088371527,0.0009730013788112238,0.0049655282186262285,-0.006131650637255661,-0.006191653771622296,0.005103197322940463,0.0037699477845000613,0.0026624866519939384,0.0020352392413889855,0.0009344899518822912,0.0005558331481638998,-0.0015253036225318331,0.006774266984670841,0.00030462591165229325,0.01014579443621183,0.0024128716176427,-0.001977515152600958,-0.0008214321922709731,-0.0011270388245328575,-0.0005569027608577511,0.0071178965587726534,0.002278512472772592,0.004553525329092899,0.0037900322334789125,0.0024008585675395116,0.00756406465643584,0.0014278232137790025,0.003264318214455624,3.377591297643831e-05
PP_0014,0.0031581812055122816,-0.00019023157278759206,0.004990662189287758,0.000873473343288079,0.004690136781777636,-0.003911375827911389,0.0008839074583520786,-2.10854451748221e-05,0.0022432377715746127,0.0028170856780855465,0.002602100726450006,-0.0023955787369720513,-0.005112345566998953,0.0004602703720617649,-0.0022370399689372322,0.002728475728557325,0.0016482664937973429,-1.8186022698837183e-05,-0.007063071826660151,0.005356369341580004,0.0020328056172407858,-0.0020994569577653514,-0.0031270476735697377,0.0027136885361225176,-0.0014037705220511063,0.0002002333619743186,0.0013192590142556506,-0.0014942028279743083,-0.0017293672660361565,-0.0039604790679061575
PP_0015,0.0029632409844728863,0.001107705036957546,0.0035430945795094774,-0.000638273483198352,0.0028818080813659075,-0.005449565564478115,-0.0014662122351998676,-0.003996850138816947,0.0048689095046797835,0.005179201255451172,0.002516448568962113,-0.00020620841948158655,0.00010016570738072794,0.004551886925012366,-0.0017121181996981563,0.0008932958217009937,0.002208390319130283,0.00017541212342162528,-0.009354962873070196,0.0040779528879589895,0.0073797620253832266,-0.0063774051472998885,-0.005600131976929152,0.00541187075706977,-0.0030968863965579506,-0.00439163314005933,-0.0005176874940411844,-0.0008018291193553866,-0.00045898257393976266,-0.0070689368387859865
PP_0016,0.0020789504236625035,-0.001006376730385801,0.008845274793268139,0.00011471326745848652,-0.0006006110721600517,-0.004767104101669802,-0.0013970328813001174,-0.004969706185625864,0.0014671321918002871,0.003630849750645509,0.005393536656827955,-0.005017336622386189,0.0005498734335991926,-0.00396032991421126,-0.0016711938488617598,0.005019338705128583,0.004821279890491238,-0.00055635623986767,-0.004572973535734859,0.0019059209996636225,0.004433150962361853,-0.009419179977406062,-0.0035689656841993824,0.002764098020184332,0.0005842615439805852,0.0003501336992812508,-0.0022058476553292795,-0.006757035960128668,0.0020938324753880825,-0.004786424799408415
PP_0017,-0.001310355718836012,-0.002180917346944019,0.010203276336047706,-0.0019381094224298482,0.0034603139599096253,0.002298511770012743,-0.0005627235683919431,-0.0029632601005413445,-0.002356699388591306,-0.004355133206756236,0.010080961277761919,0.001681905380979042,0.014924520992824169,0.009548526470539049,-0.0034727502047109697,0.0012506505486452448,0.0052109343569176295,-0.00012084809465990519,0.005602498397911971,-4.8918169022778766e-05,-0.006816064187736008,-0.008128435178355283,-0.002980678161839302,0.006607160582680189,0.0047026053590213425,-0.0007931571284297899,-0.0046678856778589,-0.0013865991237410563,0.0004341400252494403,-0.00823557294008558
PP_0020,0.004433374843010377,0.0016991144587298868,0.028047663588171026,-0.0031032927033351264,-0.002666213693052108,-0.0022432609147825704,-0.0019422091806023695,-0.004372570412583337,-0.003027397615181906,-0.00029398218217312807,0.010692940864398516,0.003814563968587189,0.001531885973062416,0.007023129960207348,-0.0009614337479767239,-0.00036219426828740535,0.006895962400251682,-0.0015546301987982858,0.0054240437609976485,0.0008498443221797908,-0.0033867333744131093,-0.015401222226267724,-0.010633237676771521,-0.0020364214748310205,0.006711846839022459,-0.002246620204337308,-0.007552903639197472,-0.01168893009117708,0.0004664334974998218,-0.006820559351668986
