,S_mean_std,A_mean_std,count,L2_norm
0,0.0019272693596934678,0.3765962641061378,100,65.1719490493045
1,0.002797207222886185,0.39024714374952524,100,29.03913275200267
2,0.002785637988990536,0.36593705080235595,100,29.0454811654751
3,0.0017113065570430342,0.4113654484881495,100,171.80261572423439
4,0.0018767489240560308,0.2728364687247378,100,43.712003926219865
5,0.0009145249654102253,0.12562241011140202,100,33.61475884444177
6,0.0025745313192019805,0.35269377112564937,100,21.865738555392404
7,0.0011600997051245134,0.2168496427150528,100,64.098440768568
8,0.0016987718173929565,0.24382447485042644,100,41.57406137898723
9,0.0024708367813636328,0.4523310361085894,97,27.706604856126685
10,0.0020519463125693673,0.3422090940170529,100,38.5271009709185
11,0.0015233107922566394,0.24956800852559705,100,25.7853595006946
12,0.002999534198884803,0.5150847264557288,97,51.78823123556825
13,0.0028813046971685953,0.5176719502012541,100,27.385525368985537
14,0.001783587311310219,0.2821253568285318,100,40.27075758974677
15,0.00340045282837555,0.7929919451992496,80,28.47359955049555
16,0.000684451178425192,0.1370729915194912,100,136.76945864846556
17,0.0022241361767829236,0.3436162737782733,100,35.35510778929009
18,0.0019500332795907116,0.34770026550146976,100,35.64453615797763
19,0.003489741541248304,0.7540252344181295,86,54.174283353568946
20,0.002260511213471205,0.3203459372946331,94,25.783475954257483
21,0.0004029743366248591,0.0838299812197564,100,129.829592795588
22,0.0015336201827618647,0.23105858428568207,100,48.28615343416405
23,0.0027993012748572074,0.4289185091733423,100,31.13003738784888
24,0.0032263049149872367,0.551355038918858,99,50.95277618147804
25,0.0017138608513234288,0.2845006844345641,100,37.63135989150623
26,0.0012024242539140921,0.24311792939973378,100,24.50772757797025
27,0.0008741252888911981,0.15072862911371493,100,37.44364373299
28,0.001581694905159859,0.2891468693668333,100,49.086995024712245
29,0.0028660724350796636,0.62736390635382,99,48.72043975319708
30,0.0007106776773619191,0.09880152985334888,100,46.711080645084984
31,0.0032421712298036764,0.6483122092994023,72,61.35888428037522
32,0.001335040185202615,0.2632613773556141,100,70.51965908356729
33,0.0014357949354987668,0.22110669874434086,100,37.888947355279264
34,0.003047124444171647,0.6918735845710428,89,44.31120010371459
35,0.002378088424254769,0.32624096134049824,77,39.9885422856667
36,0.0006437419296784675,0.10899834456196934,100,68.83452327978311
37,0.001733115370681933,0.539690697924954,100,120.10109878971315
38,0.0015299005116507526,0.2317010472827461,95,35.94196944797987
39,0.0010600970682699,0.18707997133968804,100,76.21056897741816
40,0.0014141174251175244,0.2405396797640913,100,24.807292392508213
41,0.0022232861607149193,0.39229405297345643,100,82.11016328390245
42,0.0018505730895652594,0.3139582603220703,100,45.10547957105423
43,0.0022440167222982895,0.38355286544327943,93,74.32752055422276
44,0.0026973064431311,0.629404499164494,70,35.32528223919556
45,0.002530280751934148,0.42102963763258916,100,22.196382042961805
46,0.0012717799663492933,0.17703516917674597,95,92.72267883244719
47,0.0014925879134734517,0.2843759941837898,100,63.532566033962176
48,0.0013587532267287498,0.22453877480205445,100,53.74676564307089
49,0.0005937434283377764,0.08673671520487167,100,36.64370743037894
50,0.0026129874816429375,0.5526392677296507,100,44.064742720634435
51,0.0016224691015018057,0.24185475422305258,100,40.84059351155375
52,0.0007849146936687217,0.17080280218907418,99,101.1637461436401
53,0.0012521708386902762,0.17940549311992582,100,50.77335156617786
54,0.0017849151591035806,0.20763931360323848,100,49.548555905461285
55,0.0006994035653542162,0.11486974823393738,100,90.65998334212749
56,0.001386907949780399,0.18359716833360631,100,26.00239299258445
57,0.0012605674892333303,0.1890351254470094,100,41.978823250030665
58,0.002268587697697913,0.3297396362100281,97,32.687292478527986
59,0.0037860655771069537,0.6607982574949517,82,56.24860876137569
60,0.0003086124709995659,0.06329649710823174,100,103.84016560932615
61,0.0017285813761708255,0.44722227077609644,99,132.16174756977483
62,0.00284040651309994,0.5125455049509331,100,27.821672278375278
63,0.002090478236199926,0.3123767690901824,100,59.52088041847601
64,0.002179351756060064,0.3244432437212918,100,28.890900901391436
65,0.0025056111140980167,0.536200655237607,100,31.031119647074764
66,0.0015202524752942696,0.2525363505985593,100,37.20634696676492
67,0.00134406986991461,0.20895229109295474,100,31.366754370540722
68,0.0011578068699216223,0.17567536821823526,100,66.00183498905481
69,0.0027808573438606963,0.6064199750857884,100,153.85538219124166
70,0.00311878987494256,0.42522439805460105,91,35.01902934133246
71,0.0018426597740776112,0.3191601915701372,100,173.199819203692
72,0.0007323941372415762,0.09617217286399604,100,45.01023712180093
73,0.001108641330915984,0.3571777496041294,95,31.698845667386273
74,0.0023239102812649707,0.4744962170186382,100,96.62033428705136
75,0.0006902673071759411,0.11911513357394045,100,31.320767207995356
76,0.0010670057152533331,0.16214588722451412,100,56.19875041253272
77,0.0033542982568779095,0.5372215690323477,96,40.79234634269604
78,0.001160465891419572,0.17598504849171928,100,41.75717349496254
79,0.0036562218950251055,0.5563844908286238,98,28.109162292252304
80,0.0037006045569469674,0.5435591275432027,93,33.132577573636844
81,0.003210575884455038,0.6962116610497355,87,61.74886741279213
82,0.0034163509200063904,0.45036294173390146,98,35.97699353302698
83,0.0034937619773448736,1.1713613386228678,86,79.62634648553771
84,0.003825609755962677,0.5862697165268981,78,32.5133159569149
85,0.0038208290103758833,0.6009480210353265,89,33.20388992808281
86,0.003700611976228281,0.4644395099793048,57,21.676478355601386
87,0.0037292278521343586,0.5975189611477218,76,32.693977470073726
88,0.0036876334526542284,0.4739739349737058,63,35.452721806755044
89,0.0038647904414452457,0.43325791386581425,83,29.313606268291842
90,0.0035038276429913947,0.5595821289208622,57,51.16023858818136
