locusId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
PP_0001,0.04788641100698568,0.008032866662704505,0.005152717611636045,-0.03097999351984921,-0.0011366425262753627,-0.005174162578376618,-0.04883964137040439,-0.01006894504126319,0.02576409452644751,0.00010979706604456106,-0.0008366475018125392,0.026167994260902314,0.0028841314836241315,0.04240998195380773,0.036674530926208905,0.018313672470598424,-0.05873382158606425,0.026515128973247596,0.12294876266154325,0.031129546604393966,0.020379292586604425,-0.03554708771545552,0.008585158676608603,-0.009715881918331141,-0.01952841795619639,0.007596898437487619,-0.06303606378927169,0.00903380138711495,-0.01611636813091972,-0.05681361750739072,0.010779824260322519,-0.016168237974632273,0.02649693896999686,0.019592532250776017,-0.028272550283176868,0.041084493326871654,0.03302138476258057,-0.05160285007006462,0.005429654626558719,0.04333647921416574
PP_0002,-7.916528774953295e-05,0.014056483398536596,0.014102229390546209,0.010844397685385386,-0.004866485040859649,0.0019400321140407397,-0.006566783623684233,-0.0022284042958613977,0.0036032492841120917,0.0030448383728588404,0.002068095341931017,0.020832314459059278,1.3603412051524964e-05,0.009443134928096328,-0.020128922554662327,-0.013100845632437822,-0.0062062891244683656,-0.016154129298600394,0.02369398963715494,0.0018454829394005312,0.01114971517330769,-0.0040307950879176465,-0.001117027613678647,-0.0008277708081995728,0.002586799419457042,0.004444628548912231,0.01140111349893913,0.00977610831507858,0.007303668000270036,-0.011959854424958212,0.0031420213493745133,0.012061458150702836,0.004244157422477224,0.002630052741219037,-0.020079780717237497,-0.009397330930531739,0.0008857322051715789,-0.036504458482828905,0.025550143979077695,0.016888133061344443
PP_0003,-0.00884411986955398,0.0013750652395834568,-0.0016302818431859593,0.0047130142449244685,-0.009990371327271695,0.009243020963282014,0.007414147827621082,0.002480075246339974,0.017075371007383457,0.002173537555145759,-0.05828103860209738,0.011105661561424658,0.003922214430834982,-0.0054084999720418235,-0.006753129077694224,0.0043146108237999345,-0.0029663608296881068,0.010265605660483122,-0.017958952984987456,-0.010274877627602284,0.004673395169065533,-0.016077960879118093,-0.00400294984072767,-0.00835114938389937,-2.282412703540407e-05,0.004457511974648848,-0.0044650339001545665,0.026899277924672855,-0.0008467660244059516,0.005432401796819069,-0.003234345615571321,0.024989101558394327,0.004925804822848862,-0.010541702233228119,0.005716046958776424,0.013530281169787543,-0.014472446699922313,0.013587063856420516,-0.004930918336513139,0.01363864792618721
PP_0007,-0.01163459441323309,0.009033866920008028,-0.026636162968179625,-0.010152034875943555,-0.009340853116755025,0.018763555883053746,0.001551304380669541,-0.005621138999056967,0.014607675935537629,-0.005134281735827751,0.004882952589964361,-0.002926862074841002,0.02364434398633594,0.016742055472868948,0.004552550691474931,0.0032506630475257086,-0.004061019921364813,-0.001342980053118844,0.012937595023841847,-0.02407710280364972,0.0047377439415925825,-0.01647731494174932,0.009200744220473756,0.0031787142972702497,0.023012729868368973,0.04466705827550104,0.04103499298912125,-0.02708725644752464,0.00011084507646480823,-0.011468640326096608,0.007565361450376407,-0.009469797592742902,-0.014424164717907317,0.00280630268735728,0.007513287423460671,-0.031157719076456574,0.0029477554639690258,0.024309825045920858,-0.009464691844407609,0.01618074023617935
PP_0012,-0.003085038012925953,0.0023354235490485892,0.005476085906733347,0.0020378277028767007,0.0029084968539420516,0.007350094738831556,-0.0036643787630034176,-0.0038348307273869476,0.004151177457324105,-0.0008108248064511044,0.003733273124236953,0.0024693122995490574,0.005831888982345784,-0.004615760884875344,-0.003522111197284673,-0.0012133569056834107,0.005339722864401722,-0.005696312883936139,0.006859142009331814,-0.0013171505236733467,0.008977310715381086,0.011206835112831883,0.001167888606086392,0.0030566836646274435,0.0012733607626390622,-0.004114231729906919,-0.018615602362221123,-0.00250626673270119,-0.003758291118390278,0.00827151936808766,0.004041482146315646,0.001299895713754662,-0.002389887003874654,0.005149247540809317,0.0013196624571882815,-0.008131448318054011,0.0089914495722501,-0.006486318133570983,-0.0005250300850653399,0.0010445434097507216
PP_0014,-0.0028194945471640975,0.006869968744921488,-0.0008168374160430362,-3.5670243085966045e-05,8.88995352077362e-05,0.003556459548723364,0.0007285684404807529,0.002801557878727308,0.0028320808947895878,-0.00030430310528727983,-3.1529089205284465e-05,0.0021070492118861945,0.0012918371152727812,0.002695347783192327,-0.005400234797275082,-0.002768370144262632,0.004023629037346817,-0.00043900233817579967,0.001978682398767207,-0.005394103134186997,-0.0005387767694689366,-0.004494735820834289,-0.002041015212974803,0.00048761676531197706,-0.0007687059279452103,-0.004655645061107457,0.002938503177488247,-0.004930128335463409,0.002776254751499162,-0.0004064168546336825,-0.002970837460299699,0.0016761158420199602,0.0003880393189989341,0.0008542092711873539,0.0033079086987596053,0.0027855354606599585,5.691134787712586e-05,0.003805287535072794,-0.0016021854120129,-0.0011274385656622943
PP_0015,-0.0026148170078058707,0.006117109520059472,-0.0032431406164350907,5.569864378347498e-05,-0.0022270970785405624,0.006413072046850394,0.001970530716808089,0.003206728525427778,0.0048574443233139405,-0.0007333148084334599,-0.005369427131229766,0.006422837986317076,0.0014618343035762336,-0.0008593289630206957,-0.005733612258842728,-0.008015272480151986,0.0004980150178889076,-0.002977286972707053,-0.0010301280732882801,-0.005603969293166092,-0.0004912219031117899,-0.00836807392192317,-0.0029545707857649905,0.0015444138685463263,-0.002172148098582152,-0.005514482381203235,0.0006997042050879618,0.00044896705198512333,0.0008795007595710444,-0.004021233124684422,-0.0031672558478302937,-2.181695538288667e-05,0.0010931822017229032,0.000773948351602637,0.006771481080052478,-0.0011039273527472658,0.0022244696647054775,-0.0007650405575100465,0.0007300678061780968,-0.0007688061980821871
PP_0016,-0.0037604730650935394,0.010141220239796694,0.001127648673646337,-0.0012135016264608989,-0.00534754950824034,0.0036910240290262838,-0.000384598560634426,-0.0008370384753480474,0.004266898227547344,-0.0039535711308537145,0.0020956421456669373,0.004541084428170808,-0.0032673391743378035,-0.004522918206605832,-0.0045154168421685,-0.0041914951227566095,-0.0004437020339226509,-0.0032658468207308485,0.0037030961081185947,-0.0032059092083950706,-0.0026386577705995212,-0.009219497842431682,-0.0004072374329914163,0.0029388740890314417,-0.007942078505670183,-0.002994633181171432,0.004792600758888811,-0.000873748850484709,-0.002505033983391374,-0.0007150377804427168,-0.004428430452091016,0.0016645814300150468,-0.0003719764684854881,0.0005674613985615024,0.003887062178038231,-0.0017937598650707204,-0.005030551111667402,0.0013940067902794785,-0.0032259112092206292,0.0013576879315954466
PP_0017,0.002057603687246107,0.008852011191982125,-0.002212803264955902,-0.005749136097179213,-0.008100950961307711,0.0048608358893261535,-0.00036371934430918596,0.0018380335293307498,-0.0015086249486541729,-0.010663670858254023,0.006747876539720489,-0.0014948257023800588,-0.004760445580094304,0.0030383497310026365,0.0009700874010796906,-0.006455331584763924,-0.0023919996562066508,-0.006344862145459587,0.004153964423104707,0.007992283145092248,0.0015966894217204627,-0.010024556004499885,0.0026661854835571316,0.002265956653782016,0.0015374414219569393,0.003645395940539247,0.0026114854849704455,0.014492516296871132,0.0014905137755849777,0.0011093326435411266,-0.010196523015162422,-0.0004117343018740696,0.0018502565507846863,-0.0010296402481252893,-0.002536489299061071,-0.0010153890895511885,0.008783453530691019,0.005164636545523995,0.0027962285808045624,-3.792858112816291e-05
PP_0020,-0.0033860268901739544,0.026392226100139218,-0.00553631635258569,-0.005876624211740217,-0.008018749104144393,-0.005067223700690137,0.0024468179110047374,-0.005027233106597538,0.001468177799992136,-0.0014183756131227298,0.004642819066334426,-0.0005146202285176435,-0.009730517871304212,-0.003138504062181354,-0.0002337704551979822,-0.005498004205934392,0.0024882582551898486,0.0005799728060130352,-0.0010448086975916005,0.007342735841835274,0.0003367483627468212,-0.018022775863746034,0.0010792449112007295,0.005293411490624357,-0.009672494602928941,0.001715510281124053,-0.005917901435072414,0.0011379981991079997,-0.002133780725889152,0.0013689794085806374,-0.01377559459099206,-0.0012771636215697657,-0.0013072712063303992,-0.0032729208279985776,-0.00022946637640040732,0.005370993756595467,0.004931400054117097,-1.1552817836309888e-05,0.007876785120065698,-0.0003465514427775536
