,S_mean_std,A_mean_std,count,L2_norm
0,0.00329770426713321,0.8544833625743472,96,51.570425938945036
1,0.0007584961908963969,0.1699470874928059,100,54.04112908443235
2,0.0009047179765211205,0.24533286291764247,100,60.2023093178091
3,0.002342078721451498,0.40992909081436485,100,29.845750551878677
4,0.001836869759453035,0.6279108837539075,97,52.916932551109674
5,0.0013613112679215997,0.27300670176479797,100,33.70182397940975
6,0.0005676709277355149,0.1711696830581458,100,77.35592729391111
7,0.0009570360110462233,0.21492873257598236,100,103.8233339910219
8,0.0009422632501901255,0.25184269410677124,100,48.125187392687
9,0.0013059776958963662,0.2694978471452218,100,38.681671142606604
10,0.003057182196957793,0.810673533484375,95,55.09653274446031
11,0.0006055427332813966,0.17919761153572222,100,213.51902123820798
12,0.0015071015207343789,0.435381045042008,100,46.153905080192196
13,0.0007800638648180752,0.19618497521603862,100,37.21815128027256
14,0.0006070646994483462,0.16024361045620206,100,55.81022796642029
15,0.00041220454313736917,0.08842240202779814,100,53.51979331372539
16,0.0020036896385817195,0.4683589491418196,97,46.46707885729234
17,0.0009560317071033545,0.24339431498396666,100,84.02096620472284
18,0.0003604136783367653,0.08792568397618791,100,38.66376128210387
19,0.00369446498747394,0.6389243903970292,88,32.229520913566894
20,0.003198887519835653,1.1801749082592732,100,52.76100933119724
21,0.0004841757090564128,0.1563194056083035,100,53.21651694630553
22,0.0011468831862314567,0.5663490717715814,100,333.03026040344486
23,0.0016170015919697678,0.9612305709085177,99,66.44261436759295
24,0.0028850899675708997,0.7110774988281484,89,39.89216744575281
25,0.00047308953642579863,0.11783387846144716,100,33.450347849051724
26,0.00043394443133913126,0.11170162603029464,100,32.88455052131753
27,0.0011476868053542184,0.30604947744672356,100,40.63989615851031
28,0.0011284702465116279,0.2098174581675425,100,35.984315009161264
29,0.00037337018546004574,0.09727643106676298,100,96.0252515184706
30,0.0021728717248314542,0.4632726971865394,100,44.99850745063011
31,0.0018642755051335165,0.4299248348824866,99,39.307481581924584
32,0.0013449942338631142,0.3355974005493202,100,82.01286729510565
33,0.0006997869548327942,0.23688095632674308,100,144.2382492891138
34,0.0018136214870524213,0.4241721186483971,100,55.30339942076321
35,0.0027963702590344166,0.5842646996924414,94,35.523027455429855
36,0.000936210845472828,0.26504085754379025,100,38.76751157663061
37,0.0015111086234028508,0.5494597918107941,100,58.86578063575446
38,0.0006977973796475921,0.14782549163808664,100,38.53780175279011
39,0.0016623384603821876,0.5361896342143286,99,96.81568982057306
40,0.0010410150172994932,0.21209727974835987,100,57.04383072568967
41,0.002490151183903758,0.5591867561112231,99,40.67196643411066
42,0.0013719450480844462,0.3711799418160015,100,43.62123460534754
43,0.001972770406215112,0.5057087432588718,100,41.1503333756982
44,0.0013743754548776197,0.3109082801301874,97,49.97640183324956
45,0.0018354445969389612,0.3783999154590294,100,35.987808057072336
46,0.0013407930800927485,0.35512020594926114,100,53.648761727663896
47,0.0011318330217921807,0.29051208296925274,100,70.99661736540008
48,0.001974571729123812,0.5952167791077282,93,102.33111677863845
49,0.002588511623405837,1.187069335133167,94,73.79469480867355
50,0.0016014468178457328,0.8499678264134537,99,117.28603775096902
51,0.0019612419431586565,0.5852809447973714,100,81.87734389686909
52,0.0030469714328855927,0.6717838076191468,98,34.31294633693947
53,0.001895023248893503,0.4409298715482211,95,41.38784627453614
54,0.003411578007905867,0.5677047884227119,77,31.84135252562664
55,0.003090295671816907,0.7996756222049309,71,40.0193276235654
56,0.003214246358186722,0.9009865221005886,73,78.15150614512486
57,0.003002691261167466,0.5062649048798332,61,40.13865409831415
